0,0,海洋センター,41.7821737,140.701178817,0
1,1,奥尻,42.104243,139.509100,1
2,2,江差,41.865897,140.114616,1
3,3,ブルーラビリンス,24.2535,123.4645,1
4,3,中ノ瀬,24.1712,123.465,1
5,4,バリ,8.4543385,114.5110333,1
6,5,タイ,12.9037932,114.5110333,1
