0,函館,0,0,1
1,奥尻,42.104243,139.509100,1
2,江差,41.865897,140.114616,1
3,西表島,24.346507,123.7311095,1
4,バリ,8.4543385,114.5110333,1
5,たい,12.9037932,114.5110333,1
